sample_accession,library_source,toplevel_rank,tax_id,study_accession,run_accession,secondary_sample_accession,experiment_accession,scientific_name,instrument_platform,instrument_model,library_layout,library_strategy,library_selection,read_count,base_count,fastq_ftp,sra_ftp,class_id,class_name,fastq_filename
SAMN02585887,GENOMIC,Bacteria,1448392,PRJNA235397,SRR1175028,SRS559619,SRX473282,Mycobacterium tuberculosis TKK_03_0015,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,884910.0,178751820.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/008/SRR1175028/SRR1175028_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR117/008/SRR1175028,1760,Actinobacteria,SRR1175028_1.fastq.gz
SAMN02585887,GENOMIC,Bacteria,1448392,PRJNA235397,SRR1175028,SRS559619,SRX473282,Mycobacterium tuberculosis TKK_03_0015,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,884910.0,178751820.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/008/SRR1175028/SRR1175028_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR117/008/SRR1175028,1760,Actinobacteria,SRR1175028_2.fastq.gz
SAMN02585887,GENOMIC,Bacteria,1448392,PRJNA235397,SRR1203930,SRS559619,SRX500354,Mycobacterium tuberculosis TKK_03_0015,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1867011.0,377136222.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR120/000/SRR1203930/SRR1203930_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR120/000/SRR1203930,1760,Actinobacteria,SRR1203930_1.fastq.gz
SAMN02585887,GENOMIC,Bacteria,1448392,PRJNA235397,SRR1203930,SRS559619,SRX500354,Mycobacterium tuberculosis TKK_03_0015,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1867011.0,377136222.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR120/000/SRR1203930/SRR1203930_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR120/000/SRR1203930,1760,Actinobacteria,SRR1203930_2.fastq.gz
SAMN02585887,GENOMIC,Bacteria,1448392,PRJNA235397,SRR1206024,SRS559619,SRX500354,Mycobacterium tuberculosis TKK_03_0015,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1898743.0,383546086.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR120/004/SRR1206024/SRR1206024_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR120/004/SRR1206024,1760,Actinobacteria,SRR1206024_1.fastq.gz
SAMN02585887,GENOMIC,Bacteria,1448392,PRJNA235397,SRR1206024,SRS559619,SRX500354,Mycobacterium tuberculosis TKK_03_0015,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1898743.0,383546086.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR120/004/SRR1206024/SRR1206024_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR120/004/SRR1206024,1760,Actinobacteria,SRR1206024_2.fastq.gz
SAMN02585929,GENOMIC,Bacteria,1448434,PRJNA235439,SRR1180272,SRS564959,SRX479576,Mycobacterium tuberculosis TKK_03_0100,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2415363.0,487903326.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/002/SRR1180272/SRR1180272_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/002/SRR1180272,1760,Actinobacteria,SRR1180272_1.fastq.gz
SAMN02585929,GENOMIC,Bacteria,1448434,PRJNA235439,SRR1180272,SRS564959,SRX479576,Mycobacterium tuberculosis TKK_03_0100,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2415363.0,487903326.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/002/SRR1180272/SRR1180272_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/002/SRR1180272,1760,Actinobacteria,SRR1180272_2.fastq.gz
SAMN02585929,GENOMIC,Bacteria,1448434,PRJNA235439,SRR1180357,SRS564959,SRX479576,Mycobacterium tuberculosis TKK_03_0100,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2434562.0,491781524.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/007/SRR1180357/SRR1180357_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/007/SRR1180357,1760,Actinobacteria,SRR1180357_1.fastq.gz
SAMN02585929,GENOMIC,Bacteria,1448434,PRJNA235439,SRR1180357,SRS564959,SRX479576,Mycobacterium tuberculosis TKK_03_0100,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2434562.0,491781524.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/007/SRR1180357/SRR1180357_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/007/SRR1180357,1760,Actinobacteria,SRR1180357_2.fastq.gz
SAMN02585929,GENOMIC,Bacteria,1448434,PRJNA235439,SRR1181118,SRS564959,SRX480082,Mycobacterium tuberculosis TKK_03_0100,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,3255578.0,657626756.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/008/SRR1181118/SRR1181118_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/008/SRR1181118,1760,Actinobacteria,SRR1181118_1.fastq.gz
SAMN02585929,GENOMIC,Bacteria,1448434,PRJNA235439,SRR1181118,SRS564959,SRX480082,Mycobacterium tuberculosis TKK_03_0100,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,3255578.0,657626756.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/008/SRR1181118/SRR1181118_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/008/SRR1181118,1760,Actinobacteria,SRR1181118_2.fastq.gz
SAMN02585929,GENOMIC,Bacteria,1448434,PRJNA235439,SRR1181166,SRS564959,SRX480082,Mycobacterium tuberculosis TKK_03_0100,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,3302496.0,667104192.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/006/SRR1181166/SRR1181166_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/006/SRR1181166,1760,Actinobacteria,SRR1181166_1.fastq.gz
SAMN02585929,GENOMIC,Bacteria,1448434,PRJNA235439,SRR1181166,SRS564959,SRX480082,Mycobacterium tuberculosis TKK_03_0100,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,3302496.0,667104192.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/006/SRR1181166/SRR1181166_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/006/SRR1181166,1760,Actinobacteria,SRR1181166_2.fastq.gz
SAMN02585968,GENOMIC,Bacteria,1448473,PRJNA235478,SRR1180200,SRS564936,SRX479520,Mycobacterium tuberculosis TKK_04_0069,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1690649.0,341511098.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/000/SRR1180200/SRR1180200_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/000/SRR1180200,1760,Actinobacteria,SRR1180200_1.fastq.gz
SAMN02585968,GENOMIC,Bacteria,1448473,PRJNA235478,SRR1180200,SRS564936,SRX479520,Mycobacterium tuberculosis TKK_04_0069,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1690649.0,341511098.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/000/SRR1180200/SRR1180200_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/000/SRR1180200,1760,Actinobacteria,SRR1180200_2.fastq.gz
SAMN02585968,GENOMIC,Bacteria,1448473,PRJNA235478,SRR1181142,SRS564936,SRX480101,Mycobacterium tuberculosis TKK_04_0069,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2834655.0,572600310.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/002/SRR1181142/SRR1181142_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/002/SRR1181142,1760,Actinobacteria,SRR1181142_1.fastq.gz
SAMN02585968,GENOMIC,Bacteria,1448473,PRJNA235478,SRR1181142,SRS564936,SRX480101,Mycobacterium tuberculosis TKK_04_0069,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2834655.0,572600310.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/002/SRR1181142/SRR1181142_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/002/SRR1181142,1760,Actinobacteria,SRR1181142_2.fastq.gz
SAMN02585968,GENOMIC,Bacteria,1448473,PRJNA235478,SRR1183146,SRS564936,SRX479520,Mycobacterium tuberculosis TKK_04_0069,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1700386.0,343477972.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/006/SRR1183146/SRR1183146_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/006/SRR1183146,1760,Actinobacteria,SRR1183146_1.fastq.gz
SAMN02585968,GENOMIC,Bacteria,1448473,PRJNA235478,SRR1183146,SRS564936,SRX479520,Mycobacterium tuberculosis TKK_04_0069,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1700386.0,343477972.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/006/SRR1183146/SRR1183146_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/006/SRR1183146,1760,Actinobacteria,SRR1183146_2.fastq.gz
SAMN02585968,GENOMIC,Bacteria,1448473,PRJNA235478,SRR1184020,SRS564936,SRX480101,Mycobacterium tuberculosis TKK_04_0069,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2900756.0,585952712.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/000/SRR1184020/SRR1184020_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/000/SRR1184020,1760,Actinobacteria,SRR1184020_1.fastq.gz
SAMN02585968,GENOMIC,Bacteria,1448473,PRJNA235478,SRR1184020,SRS564936,SRX480101,Mycobacterium tuberculosis TKK_04_0069,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,2900756.0,585952712.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/000/SRR1184020/SRR1184020_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/000/SRR1184020,1760,Actinobacteria,SRR1184020_2.fastq.gz
SAMN02586065,GENOMIC,Bacteria,1448570,PRJNA235575,SRR1173448,SRS559982,SRX473832,Mycobacterium tuberculosis TKK_04_0105,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,540340.0,109148680.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/008/SRR1173448/SRR1173448_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR117/008/SRR1173448,1760,Actinobacteria,SRR1173448_1.fastq.gz
SAMN02586065,GENOMIC,Bacteria,1448570,PRJNA235575,SRR1173448,SRS559982,SRX473832,Mycobacterium tuberculosis TKK_04_0105,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,540340.0,109148680.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/008/SRR1173448/SRR1173448_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR117/008/SRR1173448,1760,Actinobacteria,SRR1173448_2.fastq.gz
SAMN02586065,GENOMIC,Bacteria,1448570,PRJNA235575,SRR1173535,SRS559982,SRX473832,Mycobacterium tuberculosis TKK_04_0105,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,204640.0,41337280.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/005/SRR1173535/SRR1173535_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR117/005/SRR1173535,1760,Actinobacteria,SRR1173535_1.fastq.gz
SAMN02586065,GENOMIC,Bacteria,1448570,PRJNA235575,SRR1173535,SRS559982,SRX473832,Mycobacterium tuberculosis TKK_04_0105,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,204640.0,41337280.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/005/SRR1173535/SRR1173535_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR117/005/SRR1173535,1760,Actinobacteria,SRR1173535_2.fastq.gz
SAMN02586065,GENOMIC,Bacteria,1448570,PRJNA235575,SRR1184333,SRS559982,SRX481770,Mycobacterium tuberculosis TKK_04_0105,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1197901.0,241976002.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/003/SRR1184333/SRR1184333_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/003/SRR1184333,1760,Actinobacteria,SRR1184333_1.fastq.gz
SAMN02586065,GENOMIC,Bacteria,1448570,PRJNA235575,SRR1184333,SRS559982,SRX481770,Mycobacterium tuberculosis TKK_04_0105,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,1197901.0,241976002.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/003/SRR1184333/SRR1184333_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/003/SRR1184333,1760,Actinobacteria,SRR1184333_2.fastq.gz
SAMN02586065,GENOMIC,Bacteria,1448570,PRJNA235575,SRR1196575,SRS559982,SRX493409,Mycobacterium tuberculosis TKK_04_0105,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,672338.0,135812276.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/005/SRR1196575/SRR1196575_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR119/005/SRR1196575,1760,Actinobacteria,SRR1196575_1.fastq.gz
SAMN02586065,GENOMIC,Bacteria,1448570,PRJNA235575,SRR1196575,SRS559982,SRX493409,Mycobacterium tuberculosis TKK_04_0105,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,672338.0,135812276.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/005/SRR1196575/SRR1196575_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR119/005/SRR1196575,1760,Actinobacteria,SRR1196575_2.fastq.gz
SAMN02593757,GENOMIC,Bacteria,1443115,PRJNA233469,SRR1190385,SRS570837,SRX487476,Clostridium haemolyticum NCTC 8350,ILLUMINA,Illumina MiSeq,PAIRED,WGS,RANDOM,822743.0,336519075.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/005/SRR1190385/SRR1190385_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR119/005/SRR1190385,186801,Clostridia,SRR1190385_1.fastq.gz
SAMN02593757,GENOMIC,Bacteria,1443115,PRJNA233469,SRR1190385,SRS570837,SRX487476,Clostridium haemolyticum NCTC 8350,ILLUMINA,Illumina MiSeq,PAIRED,WGS,RANDOM,822743.0,336519075.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/005/SRR1190385/SRR1190385_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR119/005/SRR1190385,186801,Clostridia,SRR1190385_2.fastq.gz
SAMN02594522,TRANSCRIPTOMIC,Eukaryota,2032702,PRJNA236087,SRR1139198,SRS540998,SRX445869,Apostichopus californicus,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,RANDOM,38224262.0,7644852400.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1139198/SRR1139198_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR113/008/SRR1139198,7705,Holothuroidea,SRR1139198_1.fastq.gz
SAMN02594522,TRANSCRIPTOMIC,Eukaryota,2032702,PRJNA236087,SRR1139198,SRS540998,SRX445869,Apostichopus californicus,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,RANDOM,38224262.0,7644852400.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1139198/SRR1139198_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR113/008/SRR1139198,7705,Holothuroidea,SRR1139198_2.fastq.gz
SAMN02614583,GENOMIC,Bacteria,1458262,PRJNA237087,SRR1167838,SRS556817,SRX469572,Bordetella bronchiseptica E014,ILLUMINA,Illumina MiSeq,PAIRED,WGS,RANDOM,581386.0,291855772.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1167838/SRR1167838_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR116/008/SRR1167838,28216,Betaproteobacteria,SRR1167838_1.fastq.gz
SAMN02614583,GENOMIC,Bacteria,1458262,PRJNA237087,SRR1167838,SRS556817,SRX469572,Bordetella bronchiseptica E014,ILLUMINA,Illumina MiSeq,PAIRED,WGS,RANDOM,581386.0,291855772.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1167838/SRR1167838_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR116/008/SRR1167838,28216,Betaproteobacteria,SRR1167838_2.fastq.gz
SAMN02639527,GENOMIC,Eukaryota,1460502,PRJNA237763,SRR3497159,SRS1432810,SRX1756141,Colletotrichum nymphaeae SA-01,ILLUMINA,Illumina MiSeq,PAIRED,WGS,size fractionation,1086986.0,426005823.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR349/009/SRR3497159/SRR3497159_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR349/009/SRR3497159,147550,Sordariomycetes,SRR3497159_1.fastq.gz
SAMN02639527,GENOMIC,Eukaryota,1460502,PRJNA237763,SRR3497159,SRS1432810,SRX1756141,Colletotrichum nymphaeae SA-01,ILLUMINA,Illumina MiSeq,PAIRED,WGS,size fractionation,1086986.0,426005823.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR349/009/SRR3497159/SRR3497159_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR349/009/SRR3497159,147550,Sordariomycetes,SRR3497159_2.fastq.gz
SAMN02639527,GENOMIC,Eukaryota,1460502,PRJNA237763,SRR3497160,SRS1432810,SRX1756142,Colletotrichum nymphaeae SA-01,ILLUMINA,Illumina MiSeq,PAIRED,WGS,size fractionation,4872140.0,1921123874.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR349/000/SRR3497160/SRR3497160_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR349/000/SRR3497160,147550,Sordariomycetes,SRR3497160_1.fastq.gz
SAMN02639527,GENOMIC,Eukaryota,1460502,PRJNA237763,SRR3497160,SRS1432810,SRX1756142,Colletotrichum nymphaeae SA-01,ILLUMINA,Illumina MiSeq,PAIRED,WGS,size fractionation,4872140.0,1921123874.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR349/000/SRR3497160/SRR3497160_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR349/000/SRR3497160,147550,Sordariomycetes,SRR3497160_2.fastq.gz
SAMN02666776,GENOMIC,Bacteria,1448842,PRJNA235860,SRR1179063,SRS563687,SRX478086,Staphylococcus aureus Lyso 2 2010,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,11258110.0,2274138220.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/003/SRR1179063/SRR1179063_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR117/003/SRR1179063,91061,Bacilli,SRR1179063_1.fastq.gz
SAMN02666776,GENOMIC,Bacteria,1448842,PRJNA235860,SRR1179063,SRS563687,SRX478086,Staphylococcus aureus Lyso 2 2010,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,11258110.0,2274138220.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/003/SRR1179063/SRR1179063_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR117/003/SRR1179063,91061,Bacilli,SRR1179063_2.fastq.gz
SAMN02673381,TRANSCRIPTOMIC,Eukaryota,139649,PRJNA240197,SRR1184535,SRS566477,SRX481967,Teleopsis dalmanni,ILLUMINA,Illumina HiSeq 1000,PAIRED,RNA-Seq,RANDOM,23636798.0,4750996398.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/005/SRR1184535/SRR1184535_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/005/SRR1184535,50557,Insecta,SRR1184535_1.fastq.gz
SAMN02673381,TRANSCRIPTOMIC,Eukaryota,139649,PRJNA240197,SRR1184535,SRS566477,SRX481967,Teleopsis dalmanni,ILLUMINA,Illumina HiSeq 1000,PAIRED,RNA-Seq,RANDOM,23636798.0,4750996398.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/005/SRR1184535/SRR1184535_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/005/SRR1184535,50557,Insecta,SRR1184535_2.fastq.gz
SAMN02673381,TRANSCRIPTOMIC,Eukaryota,139649,PRJNA240197,SRR1184536,SRS566477,SRX481968,Teleopsis dalmanni,ILLUMINA,Illumina HiSeq 1000,PAIRED,RNA-Seq,RANDOM,15210744.0,3057359544.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/006/SRR1184536/SRR1184536_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/006/SRR1184536,50557,Insecta,SRR1184536_1.fastq.gz
SAMN02673381,TRANSCRIPTOMIC,Eukaryota,139649,PRJNA240197,SRR1184536,SRS566477,SRX481968,Teleopsis dalmanni,ILLUMINA,Illumina HiSeq 1000,PAIRED,RNA-Seq,RANDOM,15210744.0,3057359544.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/006/SRR1184536/SRR1184536_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR118/006/SRR1184536,50557,Insecta,SRR1184536_2.fastq.gz
SAMN02744683,GENOMIC,Eukaryota,1353007,PRJNA209548,SRR1801280,SRS844492,SRX875222,Aspergillus phoenicis ATCC 13157,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,56690580.0,17007174000.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR180/000/SRR1801280/SRR1801280_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR180/000/SRR1801280,147545,Eurotiomycetes,SRR1801280_1.fastq.gz
SAMN02744683,GENOMIC,Eukaryota,1353007,PRJNA209548,SRR1801280,SRS844492,SRX875222,Aspergillus phoenicis ATCC 13157,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,56690580.0,17007174000.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR180/000/SRR1801280/SRR1801280_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR180/000/SRR1801280,147545,Eurotiomycetes,SRR1801280_2.fastq.gz
SAMN02745021,GENOMIC,Eukaryota,1328756,PRJNA200608,SRR1797424,SRS842483,SRX872101,Marasmius fiardii PR-910,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,74001184.0,22200355200.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/004/SRR1797424/SRR1797424_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR179/004/SRR1797424,155619,Agaricomycetes,SRR1797424_1.fastq.gz
SAMN02745021,GENOMIC,Eukaryota,1328756,PRJNA200608,SRR1797424,SRS842483,SRX872101,Marasmius fiardii PR-910,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,74001184.0,22200355200.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/004/SRR1797424/SRR1797424_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR179/004/SRR1797424,155619,Agaricomycetes,SRR1797424_2.fastq.gz
SAMN02745021,GENOMIC,Eukaryota,1328756,PRJNA200608,SRR1797425,SRS842483,SRX872102,Marasmius fiardii PR-910,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,size fractionation,79589061.0,15917812200.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/005/SRR1797425/SRR1797425_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR179/005/SRR1797425,155619,Agaricomycetes,SRR1797425_1.fastq.gz
SAMN02745021,GENOMIC,Eukaryota,1328756,PRJNA200608,SRR1797425,SRS842483,SRX872102,Marasmius fiardii PR-910,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,size fractionation,79589061.0,15917812200.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/005/SRR1797425/SRR1797425_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR179/005/SRR1797425,155619,Agaricomycetes,SRR1797425_2.fastq.gz
SAMN02746006,GENOMIC,Bacteria,939391,PRJNA77865,SRR3938526,SRS1577178,SRX1967786,alpha proteobacterium SCGC AAA300-J16,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,18437517.0,5531255100.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3938526/SRR3938526_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR393/006/SRR3938526,28211,Alphaproteobacteria,SRR3938526_1.fastq.gz
SAMN02746006,GENOMIC,Bacteria,939391,PRJNA77865,SRR3938526,SRS1577178,SRX1967786,alpha proteobacterium SCGC AAA300-J16,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,18437517.0,5531255100.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3938526/SRR3938526_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR393/006/SRR3938526,28211,Alphaproteobacteria,SRR3938526_2.fastq.gz
SAMN02746006,GENOMIC,Bacteria,939391,PRJNA77865,SRR3938527,SRS1577178,SRX1967787,alpha proteobacterium SCGC AAA300-J16,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,9745162.0,2923548600.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/007/SRR3938527/SRR3938527_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR393/007/SRR3938527,28211,Alphaproteobacteria,SRR3938527_1.fastq.gz
SAMN02746006,GENOMIC,Bacteria,939391,PRJNA77865,SRR3938527,SRS1577178,SRX1967787,alpha proteobacterium SCGC AAA300-J16,ILLUMINA,Illumina HiSeq 2000,PAIRED,WGS,RANDOM,9745162.0,2923548600.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/007/SRR3938527/SRR3938527_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR393/007/SRR3938527,28211,Alphaproteobacteria,SRR3938527_2.fastq.gz
SAMN02905158,TRANSCRIPTOMIC,Eukaryota,1276923,PRJNA254772,SRR1509877,SRS655950,SRX648611,Hyalopterus amygdali,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,unspecified,18428158.0,3722487916.0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/007/SRR1509877/SRR1509877_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/007/SRR1509877,50557,Insecta,SRR1509877_1.fastq.gz
